title;lien;company;categorie;Reference;Publie le;Type de poste;Lieu de travail;Experience;Etude;Remuneration proposee;Disponibilite;Langues;Mobilite
Un Chargé clientéle (H/F);https://www.keejob.com/offres-emploi/153713/un-chargé-clientéle-hf/;HR HOUSE INTERNATIONAL;industrie métalliques;153711;21-mars-22;CDI-CDD-SIVP;Kalaa El KebiraSousseTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais Italien;Locale
développeur informatique;https://www.keejob.com/offres-emploi/153617/développeur-informatique/;STUBSOFT;informatique / télécoms;153757;21-mars-22;CDI-CDD-SIVP;La GouletteTunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;International
Responsable achat et approvisionnement;https://www.keejob.com/offres-emploi/153711/responsable-achat-et-approvisionnement/;PANNEAUX DU MAGHREB;commerce / vente / distribution;153693;21-mars-22;CDDSIVP;ZaghouanTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
développeur 3D;https://www.keejob.com/offres-emploi/153757/développeur-3d/;BROS TECHNOLOGIE;industrie électro-mécaniques;153746;21-mars-22;CDD-SIVP-SIVP;La SoukraArianaTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Agent Méthode;https://www.keejob.com/offres-emploi/153693/agent-méthode/;SOQUIBAT;banque / finance / assurances;153758;21-mars-22;CDI-SIVP-SIVP;ArianaTunisie;Moins d'un an;Bac + 4;UNKNOWN;Plein temps;Français;UNKNOWN
CONTROLEUR DIMENTIONNEL USINAGE MECANIQUE;https://www.keejob.com/offres-emploi/153746/controleur-dimentionnel-usinage-mecanique/;GEORGET PRODUCTION;industrie électro-mécaniques;153745;21-mars-22;CDD-SIVP-SIVP;La SoukraArianaTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Conseiller Commercial en Assurance;https://www.keejob.com/offres-emploi/153758/conseiller-commercial-en-assurance/;FILIASSUR TUNISIE;informatique / télécoms;153690;21-mars-22;CDI-CDD-SIVP;Cite El KhadraTunisTunisie;Moins d'un an;Bac + 2;UNKNOWN;Plein temps;Français;UNKNOWN
Tourneur régleur programmeur sur machine TOUR;https://www.keejob.com/offres-emploi/153745/tourneur-régleur-programmeur-sur-machine-tour/;GEORGET PRODUCTION;enseignement / formation / puériculture;153744;21-mars-22;CDI-CDD-SIVP;El MenzahTunisTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Assistante Ressources Humaines;https://www.keejob.com/offres-emploi/153690/assistante-ressources-humaines-bts/;AOSORA AFRITECH;call center / télévente;153725;21-mars-22;CDI-SIVP-SIVP;El MenzahTunisTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Formateur en Développement Full Stack;https://www.keejob.com/offres-emploi/153744/formateur-en-développement-full-stack/;WECODE LAND;recrutement / ressources humaines;153714;21-mars-22;CDISIVP;ArianaTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
chargés de clientèle;https://www.keejob.com/offres-emploi/153725/chargés-de-clientèle/;ANDROMIDE CAB TUNISIA;industrie électro-mécaniques;153674;20-mars-22;CDISIVP;Sousse VilleSousseTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;LocaleInternational
Pharmacien Responsable Production (H/F);https://www.keejob.com/offres-emploi/153714/pharmacien-responsable-production-hf/;HR HOUSE INTERNATIONAL;communication / publicité / média;140264;20-mars-22;CDI-CDD-SIVP;NabeulNabeulTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Site Quality Manager;https://www.keejob.com/offres-emploi/153674/site-quality-manager/;HUBER SUHNER;industrie électro-mécaniques;153679;20-mars-22;CDI-SIVP-SIVP;RaouedArianaTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;Français;LocaleInternational
Community Manager;https://www.keejob.com/offres-emploi/140264/community-manager/;DIGITAL SOLUTIONS;aéronautique / aviation / voyagiste;153653;20-mars-22;CDISIVP;SolimanNabeulTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Technicien supérieur;https://www.keejob.com/offres-emploi/153679/technicien-supérieur/;Larisys North Africa;automobile / moteurs / engins mécaniques;153649;20-mars-22;CDISIVP;El KramTunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Anglais;International
Coordinateur PMO (Project Management Office);https://www.keejob.com/offres-emploi/153653/coordinateur-pmo-project-management-office/;SAFRAN TUNISIE;industrie électro-mécaniques;153650;20-mars-22;CDISIVP;MegrineBen ArousTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Ingenieur AUTOMOBILE CAD Components;https://www.keejob.com/offres-emploi/153649/ingenieur-automobile-cad-components/;MICLA ENGINEERING AND DESIGN;comptabilité / gestion / audit;153687;20-mars-22;CDI-SIVP-SIVP;TunisTunisie;Aucune expérience;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Responsable Qualité Client et Produit;https://www.keejob.com/offres-emploi/153650/responsable-qualité-client-et-produit/;TTP THOMAS TUNISIE PLASTIC;industrie électro-mécaniques;153670;20-mars-22;CDDSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
comptable;https://www.keejob.com/offres-emploi/153687/comptable/;AUDIT AND CONSULTING OFFICE ACO;architecture / immobilier / BTP;153671;20-mars-22;CDD-SIVP-SIVP;La MarsaTunisTunisie;Entre 1 et 2 ans;Bac + 3;450 - 750 DT / Mois;Plein temps;Arabe Français;Locale
Technicien Régleur machine CNC 3 Axes;https://www.keejob.com/offres-emploi/153670/technicien-régleur-machine-cnc-3-axes/;AXPRO;santé / paramédical / optique;153566;20-mars-22;SIVPSIVP;El MenzahTunisTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Technicienne génie civil;https://www.keejob.com/offres-emploi/153671/technicienne-génie-civil/;SOCIETE EXPRESS BATIMENT;autres;153663;20-mars-22;SIVPSIVP;MegrineBen ArousTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Technicien de biologie médicale;https://www.keejob.com/offres-emploi/153566/technicien-de-biologie-médicale/;LES CLINIQUES EL MANAR;comptabilité / gestion / audit;153672;20-mars-22;CDI-CDD-SIVP;Centre villeTunisTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Coordinateur de Production;https://www.keejob.com/offres-emploi/153663/coordinateur-de-production/;AFROCHIM;industrie électro-mécaniques;153669;20-mars-22;CDDSIVP;La MarsaTunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Assistant(e) RH;https://www.keejob.com/offres-emploi/153672/assistante-rh/;CFAC CONSULTING;santé / paramédical / optique;153684;20-mars-22;CDI-SIVP-SIVP;MonastirMonastirTunisie;Moins d'un an;Bac;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Chef magasinier;https://www.keejob.com/offres-emploi/153669/chef-magasinier/;AXPRO;industrie électro-mécaniques;153678;20-mars-22;CDI-SIVP-SIVP;RaouedArianaTunisie;Aucune expérience;Formations professionnelles;UNKNOWN;Plein temps;Arabe Français;Locale
Conseillère en Dermo-Cosmètique;https://www.keejob.com/offres-emploi/153684/conseillère-en-dermo-cosmètique/;MAISON PHARMA;agriculture / agro-alimentaire / environnement;153675;20-mars-22;CDDSIVP;MegrineBen ArousTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
Techniciens d’Usinage;https://www.keejob.com/offres-emploi/153678/techniciens-dusinage/;Larisys North Africa;industrie électro-mécaniques;153680;20-mars-22;CDI-SIVP-SIVP;RaouedArianaTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
Ingénieur agronome - Production maraichère;https://www.keejob.com/offres-emploi/153675/ingénieur-agronome-production-maraichère/;HERBIOTECH;informatique / télécoms;153686;20-mars-22;CDI-CDD-SIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Ingénieur Etude et Conception;https://www.keejob.com/offres-emploi/153680/ingénieur-etude-et-conception/;Larisys North Africa;aéronautique / aviation / voyagiste;153651;20-mars-22;CDISIVP;SolimanNabeulTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Consultant(e) ERP Expérimenté(e);https://www.keejob.com/offres-emploi/153686/consultante-erp-expérimentée/;ELITINFO;autres;153666;20-mars-22;CDDSIVP;MegrineBen ArousTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;UNKNOWN;Locale
Projeteur F/H;https://www.keejob.com/offres-emploi/153651/projeteur-fh/;SAFRAN TUNISIE;communication / publicité / média;140246;20-mars-22;CDI-CDD-SIVP;NabeulNabeulTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Technico ommercial;https://www.keejob.com/offres-emploi/153666/technico-ommercial/;AFROCHIM;automobile / moteurs / engins mécaniques;153656;20-mars-22;CDISIVP;El KramTunisTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Anglais;International
Developpeur Web;https://www.keejob.com/offres-emploi/140246/wordpress-senior-developer/;DIGITAL SOLUTIONS;autres;153664;20-mars-22;CDD-SIVP-SIVP;MegrineBen ArousTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Ingenieur Automobile ADAS;https://www.keejob.com/offres-emploi/153656/ingenieur-automobile-adas/;MICLA ENGINEERING AND DESIGN;commerce / vente / distribution;153665;20-mars-22;CDDSIVP;SfaxTunisie;Plus que 10 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
technicien laboratoire;https://www.keejob.com/offres-emploi/153664/technicien-laboratoire/;AFROCHIM;santé / paramédical / optique;152655;19-mars-22;CDI-CDD-SIVP;La SoukraArianaTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Caissière Rte gabes Sfax;https://www.keejob.com/offres-emploi/153665/caissière-rte-gabes-sfax/;SOQUIBAT;consulting / étude / stratégie;152632;19-mars-22;CDISIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Anglais;UNKNOWN
ADMINISTRATEUR RÉSEAUX;https://www.keejob.com/offres-emploi/152655/administrateur-réseaux/;PHARMAGHREB;consulting / étude / stratégie;152689;19-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Medior Developer C#/.Net;https://www.keejob.com/offres-emploi/152632/medior-developer-cnet/;BINITNS;consulting / étude / stratégie;152634;19-mars-22;CDISIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Anglais;UNKNOWN
2 Contrôleurs de Gestion;https://www.keejob.com/offres-emploi/152689/2-contrôleurs-de-gestion/;SCET TUNISIE;informatique / télécoms;152693;19-mars-22;CDI-CDD-SIVP;Menzel JemilBizerteTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Development Tech Leader C#/.Net;https://www.keejob.com/offres-emploi/152634/development-tech-leader-cnet/;BINITNS;consulting / étude / stratégie;152631;19-mars-22;CDISIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Anglais;UNKNOWN
Chef d'équipe;https://www.keejob.com/offres-emploi/152693/chef-déquipe/;ONETECH HOLDING;informatique / télécoms;152694;19-mars-22;SIVPSIVP;Menzel JemilBizerteTunisie;Moins d'un an;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Recruiter;https://www.keejob.com/offres-emploi/152631/recruiter/;BINITNS;agriculture / agro-alimentaire / environnement;152670;19-mars-22;UNKNOWNSIVP;Ben ArousTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Français;UNKNOWN
Pool Ingénieur;https://www.keejob.com/offres-emploi/152694/pool-ingénieur/;ONETECH HOLDING;architecture / immobilier / BTP;152626;19-mars-22;CDDSIVP;MegrineBen ArousTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
Ingénieur électromécanique;https://www.keejob.com/offres-emploi/152670/ingénieur-électromécanique/;SOTUBI;banque / finance / assurances;152639;19-mars-22;CDISIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Un(e) Chargé(e) Développement Commercial;https://www.keejob.com/offres-emploi/152626/une-chargée-développement-commercial/;STRAM;consulting / étude / stratégie;152636;19-mars-22;CDISIVP;TunisTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Anglais;UNKNOWN
Assistant IT;https://www.keejob.com/offres-emploi/152639/assistant-it/;MICROCRED;recrutement / ressources humaines;152641;19-mars-22;CDISIVP;ArianaTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
QA Team Leader;https://www.keejob.com/offres-emploi/152636/qa-team-leader/;BINITNS;consulting / étude / stratégie;152635;19-mars-22;SIVPSIVP;TunisTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Anglais;UNKNOWN
Un chef de projet Systèmes Embarqués (H/F);https://www.keejob.com/offres-emploi/152641/un-chef-de-projet-systèmes-embarqués-hf/;HR HOUSE INTERNATIONAL;informatique / télécoms;152588;18-mars-22;CDISIVP;SfaxTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Junior Developer C#/.Net;https://www.keejob.com/offres-emploi/152635/junior-developer-cnet/;BINITNS;banque / finance / assurances;152827;18-mars-22;CDISIVP;Cite El KhadraTunisTunisie;Entre 1 et 2 ans;Bac + 4;1000 - 1500 DT / Mois;Plein temps;Français;UNKNOWN
Ingénieur ERP (Bureau Sfax);https://www.keejob.com/offres-emploi/152588/consultant-retail-bureau-sfax/;TIMSOFT;santé / paramédical / optique;153605;18-mars-22;UNKNOWNSIVP;MannoubaLa ManoubaTunisie;Entre 2 et 5 ans;Doctorat;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Chargé de clientèle;https://www.keejob.com/offres-emploi/152827/chargé-de-clientèle-fh/;BOURSEDESCREDITS.COM;call center / télévente;153634;18-mars-22;CDI-SIVP-SIVP;El KramTunisTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Pharmacien Responsable Production;https://www.keejob.com/offres-emploi/153605/pharmacien-responsable-production/;LABORATOIRE THERA;banque / finance / assurances;153610;18-mars-22;CDISIVP;TunisTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Télévendeur B2C;https://www.keejob.com/offres-emploi/153634/télévendeur-b2c/;ADVANCIA TELESERVICES;agriculture / agro-alimentaire / environnement;153615;18-mars-22;CDD-SIVP-SIVP;GrombaliaNabeulTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Sénior Software Developer C#/.NET;https://www.keejob.com/offres-emploi/153610/sénior-software-developer-cnet/;NEW ACCESS;consulting / étude / stratégie;153628;18-mars-22;CDI-SIVP-SIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Ingénieur mécanique & Electromécanique;https://www.keejob.com/offres-emploi/153615/ingénieur-mécanique-electromécanique/;ELMAZRAA;informatique / télécoms;153501;18-mars-22;CDI-SIVP-SIVP;TunisTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Français;UNKNOWN
Développeur Java/Jee;https://www.keejob.com/offres-emploi/153628/développeur-javajee/;UPGRADETEK ENGINEERING;informatique / télécoms;153637;18-mars-22;CDISIVP;El MenzahTunisTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Gestionnaire Sinistres;https://www.keejob.com/offres-emploi/153501/une-gestionnaire-sinistres/;2IGA;informatique / télécoms;152592;18-mars-22;CDISIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 2;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Développeur Full stack Java/EE;https://www.keejob.com/offres-emploi/153637/développeur-full-stack-javaee/;EDIFIXIO TUNISIE;commerce / vente / distribution;153606;18-mars-22;CDDSIVP;Sousse VilleSousseTunisie;Entre 2 et 5 ans;Bac + 4;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Production Supervisor H/F;https://www.keejob.com/offres-emploi/152592/production-supervisor-hf/;EVERIENCE;informatique / télécoms;153476;18-mars-22;CDISIVP;Hammam ChattBen ArousTunisie;Entre 2 et 5 ans;Bac + 5;1500 - 2500 DT / Mois;Plein temps;Français Anglais;International
Ingénieur Développement Java/Angular;https://www.keejob.com/offres-emploi/153476/ingénieur-confirmé-développement-javaangular/;DOTWAYS;autres;153622;18-mars-22;CDD-SIVP-SIVP;Bir MchergaZaghouanTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Chef d'agence immobilière;https://www.keejob.com/offres-emploi/153598/chef-dagence-immobilière/;CASA IMMO;commerce / vente / distribution;153608;18-mars-22;CDD-SIVP-SIVP;La MarsaTunisTunisie;Entre 1 et 2 ans;Bac;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Technicien en Maintenance Mécanique Sté BJO;https://www.keejob.com/offres-emploi/153622/technicien-en-maintenance-mécanique-sté-bjo/;BRIQUETERIES BIR MCHERGUA;consulting / étude / stratégie;152598;18-mars-22;SIVPSIVP;TunisTunisie;Moins d'un an;Bac + 5;UNKNOWN;Plein temps;Français;UNKNOWN
Vendeuse;https://www.keejob.com/offres-emploi/153608/zanimo-lac1/;ZANIMO;commerce / vente / distribution;152559;18-mars-22;CDI-CDD-SIVP;La SoukraArianaTunisie;Entre 5 et 10 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Junior QA;https://www.keejob.com/offres-emploi/152598/junior-qa/;BINITNS;industrie métalliques;153618;18-mars-22;UNKNOWNSIVP;SolimanNabeulTunisie;Aucune expérience;Formations professionnelles;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Cadre Financier;https://www.keejob.com/offres-emploi/152559/cadre-financier/;SOQUIBAT;consulting / étude / stratégie;152574;18-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Technicien en maintenance électrique;https://www.keejob.com/offres-emploi/153618/technicien-en-maintenance-électrique/;SCAT;call center / télévente;153641;18-mars-22;CDISIVP;Ariana VilleArianaTunisie;Moins d'un an;Bac;700 - 1000 DT / Mois;Plein temps;Français;UNKNOWN
Gestionnaire des Ressources Humaines;https://www.keejob.com/offres-emploi/152574/une-un-gestionnaire-des-ressources-humaines/;SCET TUNISIE;banque / finance / assurances;153609;18-mars-22;CDISIVP;TunisTunisie;Moins d'un an;Bac + 5;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
100 Conseillers clients pour Mezzo;https://www.keejob.com/offres-emploi/153641/100-conseillers-clients-pour-mezzo/;MEZZO;call center / télévente;153601;18-mars-22;CDI-CDD-SIVP;TunisTunisie;Aucune expérience;Bac;UNKNOWN;Plein temps;Français;UNKNOWN
Junior Software Developer C++;https://www.keejob.com/offres-emploi/153609/junior-software-developer-c/;NEW ACCESS;call center / télévente;153632;18-mars-22;CDI-SIVP-SIVP;El KramTunisTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Des conseillers en Emission d'appel 2022;https://www.keejob.com/offres-emploi/153601/conseillers-clients-assurance-2022/;MEZZO;enseignement / formation / puériculture;153616;18-mars-22;CDI-SIVP-SIVP;TunisTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Commerciaux B2B;https://www.keejob.com/offres-emploi/153632/commerciaux-b2b/;ADVANCIA TELESERVICES;agriculture / agro-alimentaire / environnement;152550;18-mars-22;CDD-SIVP-SIVP;Ben ArousBen ArousTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Assistant(e) de direction;https://www.keejob.com/offres-emploi/153616/assistante-de-direction/;COLLEGE LASALLE INTERNATIONAL TUNIS;call center / télévente;153620;18-mars-22;CDISIVP;Centre villeTunisTunisie;Entre 2 et 5 ans;Bac + 2;1400 - 1950 DT / Mois;Plein temps;Français;UNKNOWN
** Des Techniciens en informatique **;https://www.keejob.com/offres-emploi/152550/des-techniciens-en-informatique/;POULINA GROUP HOLDING;recrutement / ressources humaines;153621;18-mars-22;CDDSIVP;KasserineTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Responsable d'équipe ( Activité Télévente );https://www.keejob.com/offres-emploi/153620/responsable-déquipe-activité-télévente/;ACTIVE CONTACT;informatique / télécoms;153600;18-mars-22;CDD-SIVP-SIVP;TunisTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Technicien Génie Civil H/FGouv Kasserine;https://www.keejob.com/offres-emploi/153621/technicien-génie-civil-hf-gouv-kasserine/;MANPOWER PROFESSIONAL;industrie métalliques;153611;18-mars-22;UNKNOWNSIVP;SolimanNabeulTunisie;Aucune expérience;Formations professionnelles;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Assistant administratif et commercial;https://www.keejob.com/offres-emploi/153600/assistant-administratif-et-commercial-hf/;CASTLE SOFT;consulting / étude / stratégie;152576;18-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Responsable magasin;https://www.keejob.com/offres-emploi/153611/responsable-magasin/;SCAT;agriculture / agro-alimentaire / environnement;153613;18-mars-22;CDD-SIVP-SIVP;ChebikaKairouanTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français;Locale
